,id,budget,genres,overview,popularity,production_companies,release_date,revenue,title,vote_average,original_language,vote_count
324,823609,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","To free Baba Yaga and Renfield from the clutches of Monster Hunter Mila Starr, the Wishbone Family once more transforms into a Vampire, Frankenstein's Monster, a Mummy and a Werewolf but when aided by their three pet bats, the Monster Family zooms around the world again to save their friends, make new monstrous acquaintances.",128.941,"[{'id': 8104, 'logo_path': None, 'name': 'Ambient Entertainment', 'origin_country': 'DE'}, {'id': 8177, 'logo_path': None, 'name': 'Rothkirch Cartoon Film', 'origin_country': ''}, {'id': 17012, 'logo_path': '/enLvrlJMjhMwmL9BiJrnF0uCzTf.png', 'name': 'Timeless Films', 'origin_country': 'GB'}, {'id': 17466, 'logo_path': None, 'name': 'Warner Bros. Entertainment', 'origin_country': 'DE'}]",2021-01-13,0,Monster Family 2,7.0,en,35
325,18240,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",145.265,"[{'id': 12536, 'logo_path': None, 'name': 'Kurtzman/Orci', 'origin_country': ''}, {'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 10227, 'logo_path': '/3YfRy3DBl4abcqkzGx4RVNz12yl.png', 'name': 'Mandeville Films', 'origin_country': 'US'}]",2009-06-01,317375031,The Proposal,7.1,en,5437
326,260514,175000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",130.717,"[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}]",2017-06-15,383925276,Cars 3,6.8,en,4512
327,588921,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","An epic journey of a young hero and her Spirit Guides, 'Dillo' a cute and humorous armadillo and ""Vaca"" a goofy oversized tapir, who embark on a quest to save their home in the spectacular Amazon Rainforest.",123.124,"[{'id': 116034, 'logo_path': None, 'name': 'Tunche Films', 'origin_country': 'PE'}]",2021-02-09,7877742,AINBO: Spirit of the Amazon,7.0,en,316
328,32657,95000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]","Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",125.826,"[{'id': 436, 'logo_path': '/A7WCkG3F0NFvjGCwUnclpGdIu9E.png', 'name': '1492 Pictures', 'origin_country': 'US'}, {'id': 5219, 'logo_path': None, 'name': 'Sunswept Entertainment', 'origin_country': ''}, {'id': 444, 'logo_path': '/42UPdZl6B2cFXgNUASR8hSt9mpS.png', 'name': 'Dune Entertainment', 'origin_country': 'US'}]",2010-02-01,226497209,Percy Jackson & the Olympians: The Lightning Thief,6.2,en,6336
329,825997,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",A former Marine races against time to save a group of hostages -- including his young daughter and a congressman — when armed militants take over his stepfather's store.,128.61,"[{'id': 75355, 'logo_path': '/avj80RsunqwDbOS6oLp4plRE5UQ.png', 'name': 'Yale Productions', 'origin_country': 'US'}, {'id': 121204, 'logo_path': None, 'name': 'BondIt Media Capital', 'origin_country': 'US'}, {'id': 130900, 'logo_path': None, 'name': 'Buffalo 8 Productions', 'origin_country': 'US'}, {'id': 65649, 'logo_path': '/2xZVvFYyVtIHSo4vG5R0IIak0EL.png', 'name': 'SSS Entertainment', 'origin_country': 'US'}, {'id': 153774, 'logo_path': None, 'name': 'Voltron Filmz', 'origin_country': ''}, {'id': 121063, 'logo_path': None, 'name': 'Red Sea Media', 'origin_country': ''}, {'id': 153775, 'logo_path': None, 'name': 'Red Wire Pictures', 'origin_country': ''}, {'id': 2762, 'logo_path': '/leWVtGmp0pyr9pGOAz7WgZj2FjA.png', 'name': 'Highland Myst Entertainment', 'origin_country': ''}, {'id': 88606, 'logo_path': '/3w49QoRwptUujWxSjcR3iEr1XSU.png', 'name': 'Vertical Entertainment', 'origin_country': 'US'}]",2021-06-11,0,Rogue Hostage,6.1,en,125
330,8960,150000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",131.255,"[{'id': 41756, 'logo_path': None, 'name': 'GH Three', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 28064, 'logo_path': None, 'name': 'Blue Light', 'origin_country': 'US'}, {'id': 433, 'logo_path': None, 'name': 'Weed Road Pictures', 'origin_country': 'US'}, {'id': 675, 'logo_path': None, 'name': 'Forward Pass', 'origin_country': 'US'}, {'id': 907, 'logo_path': '/ca5SWI5uvU985f8Kbb4xc8AmVWH.png', 'name': 'Overbrook Entertainment', 'origin_country': 'US'}]",2008-07-01,629443428,Hancock,6.3,en,8111
331,592508,13000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","A fearless, faithful albeit slightly forgetful Mumbai cop, Veer Sooryavanshi, the chief of the Anti-Terrorism Squad in India pulls out all the stops and stunts to thwart a major conspiracy to attack his city.",130.881,"[{'id': 7294, 'logo_path': '/kK4PRgceWp9KNrycD8xx8seWxYU.png', 'name': 'Reliance Entertainment', 'origin_country': 'IN'}, {'id': 19146, 'logo_path': '/5Ff25ornzVNhm5skuAvMAR556NB.png', 'name': 'Dharma Productions', 'origin_country': 'IN'}, {'id': 80908, 'logo_path': None, 'name': 'Rohit Shetty Productionz', 'origin_country': 'IN'}]",2021-11-05,37700000,Sooryavanshi,5.8,hi,105
332,728526,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]","A decorated Marine goes on a rescue mission to save his two young sons from an unhuman threat. As their journey takes them in increasingly dangerous directions, the boys will need to leave their childhoods behind.",133.855,"[{'id': 20580, 'logo_path': '/oRR9EXVoKP9szDkVKlze5HVJS7g.png', 'name': 'Amazon Studios', 'origin_country': 'US'}, {'id': 23949, 'logo_path': '/3QFwomSxcZZgMQGBkdUPuJEnSFB.png', 'name': 'RAW', 'origin_country': 'GB'}, {'id': 6705, 'logo_path': '/e8EXNSfwr5E9d3TR8dHKbQnQK4W.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 7625, 'logo_path': '/kzq4ibnNeZrp00zpBWv3st1QCOh.png', 'name': 'Automatik Entertainment', 'origin_country': 'US'}, {'id': 6831, 'logo_path': '/fWSI4EjIDEEzCNJC8OTPX9Pdbxv.png', 'name': 'Big Indie Pictures', 'origin_country': 'US'}]",2021-12-03,0,Encounter,6.5,en,301
333,37169,2011799,"[{'id': 27, 'name': 'Horror'}]","During a stopover in Germany in the middle of a carefree road trip through Europe, two American girls find themselves alone at night when their car breaks down in the woods. Searching for help at a nearby villa, they are wooed into the clutches of a deranged retired surgeon who explains his mad scientific vision to his captives' utter horror. They are to be the subjects of his sick lifetime fantasy: to be the first to connect people, one to the next, and in doing so bring to life ""the human centipede.""",141.455,"[{'id': 5652, 'logo_path': None, 'name': 'Six Entertainment', 'origin_country': ''}]",2009-04-26,252207,The Human Centipede (First Sequence),5.2,en,1687
334,834404,0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","The Teen Titans are visited by the Nerdlucks, the Space Jam villains who tried to capture Michael Jordan and the Looney Tunes. Astonished to discover his fellow Titans have never seen Space Jam, Cyborg organizes an exclusive watch party.",126.667,"[{'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}, {'id': 2785, 'logo_path': '/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png', 'name': 'Warner Bros. Animation', 'origin_country': 'US'}]",2021-06-20,0,Teen Titans Go! See Space Jam,6.8,en,176
335,616037,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","Thor goes on a journey unlike anything he’s ever faced — a quest for inner peace. But his retirement is interrupted by a galactic killer known as Gorr the God Butcher, who seeks the extinction of the gods. To combat the threat, Thor enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who — to Thor’s surprise — inexplicably wields his magical hammer, Mjolnir, as the Mighty Thor. Together, they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",143.899,"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}]",2022-07-06,0,Thor: Love and Thunder,0.0,en,0
336,706972,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","A man will become a criminal to save his family.  Director: Shawn Welling  Writer: Derek H. Potts  Stars: Tom Vera, Tom Sizemore, Lee Majors |",146.126,[],2021-01-22,0,Narco Sub,6.7,en,219
337,68726,180000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","A ragtag band of humans band together in the year 2025 to fight legions of monstrous creatures rising from the sea. Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes -- a washed up former pilot and an untested trainee -- who now stand as earth's final hope against the mounting apocalypse.",124.96,"[{'id': 101082, 'logo_path': None, 'name': 'Double Dare You Productions', 'origin_country': 'US'}, {'id': 923, 'logo_path': '/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png', 'name': 'Legendary Pictures', 'origin_country': 'US'}]",2013-07-11,407602906,Pacific Rim,6.8,en,10537
338,805411,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]","Happily-ever-after continues for Auradon's power couple as they prepare to say ""I do"" at an epic celebration with their friends and family, but Hades threatens to ruin it all.",129.734,[],2021-08-13,0,Descendants: The Royal Wedding,7.1,en,110
339,378064,0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",124.467,"[{'id': 5438, 'logo_path': '/nrvweD25GIYmfTIaFyIncLy4p3G.png', 'name': 'Kyoto Animation', 'origin_country': 'JP'}, {'id': 86839, 'logo_path': '/cnOJAkVVmKZLIzmgw4fRRZ2dctT.png', 'name': 'ABC Animation', 'origin_country': 'JP'}, {'id': 59118, 'logo_path': '/9nTCEBgGaaI5swkv8gy2vny0Mb5.png', 'name': 'Kodansha', 'origin_country': 'JP'}, {'id': 9148, 'logo_path': '/rtW3NadfF4kR5mTW00ahiFxw6k7.png', 'name': 'Pony Canyon', 'origin_country': 'JP'}, {'id': 22715, 'logo_path': '/c4d6GLfUXbp44dbWWJqWCh7YrnO.png', 'name': 'Quaras', 'origin_country': 'JP'}, {'id': 192, 'logo_path': '/93eAKlnQecDdMtucfOprzcjMw9V.png', 'name': 'Shochiku', 'origin_country': 'JP'}]",2016-09-17,30156463,A Silent Voice: The Movie,8.4,ja,2938
340,836009,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]","In 1909, two explorers fight to survive after they're left behind while on a Denmark expedition in ice-covered Greenland.",132.091,"[{'id': 62693, 'logo_path': '/i8mR4YqKiyDvxwmpSqzly9tQ31f.png', 'name': 'RVK Studios', 'origin_country': 'IS'}, {'id': 155242, 'logo_path': None, 'name': 'Ill Kippers', 'origin_country': ''}]",2022-02-10,0,Proti ľadu,6.9,en,280
341,618162,0,"[{'id': 37, 'name': 'Western'}]","Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",129.668,"[{'id': 907, 'logo_path': '/ca5SWI5uvU985f8Kbb4xc8AmVWH.png', 'name': 'Overbrook Entertainment', 'origin_country': 'US'}]",2021-10-22,0,The Harder They Fall,6.7,en,677
342,260346,48000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",125.004,"[{'id': 6896, 'logo_path': '/2Q89KvzxTKB5BAv9RqFIPI1qb7E.png', 'name': 'EuropaCorp', 'origin_country': 'FR'}, {'id': 1115, 'logo_path': '/ntH7T5gsN6wtyrfHGHJDTuneQ7o.png', 'name': 'M6 Films', 'origin_country': 'FR'}, {'id': 6877, 'logo_path': None, 'name': 'Grive Productions', 'origin_country': ''}, {'id': 10611, 'logo_path': '/zQ4fGaEnNkWfSzyygXRcUZwPmDG.png', 'name': 'Ciné+', 'origin_country': 'FR'}, {'id': 11261, 'logo_path': '/g7p4vSwqsIo6zYptyN3hoDxFp7y.png', 'name': 'M6', 'origin_country': 'FR'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 87854, 'logo_path': None, 'name': 'Taken 3', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}]",2014-12-16,325771424,Taken 3,6.2,en,4881
343,654974,0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","After being left at home by himself for the holidays, 10-year-old Max Mercer must work to defend his home from a married couple who tries to steal back a valuable heirloom.",135.3,"[{'id': 127928, 'logo_path': '/h0rjX5vjW5r8yEnUBStFarjcLT4.png', 'name': '20th Century Studios', 'origin_country': 'US'}, {'id': 91797, 'logo_path': None, 'name': 'Hutch Parker Entertainment', 'origin_country': 'US'}]",2021-11-12,0,Home Sweet Home Alone,5.1,en,415
344,557,139000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",125.622,"[{'id': 19551, 'logo_path': '/2WpWp9b108hizjHKdA107hFmvQ5.png', 'name': 'Marvel Enterprises', 'origin_country': 'US'}, {'id': 326, 'logo_path': None, 'name': 'Laura Ziskin Productions', 'origin_country': ''}]",2002-05-01,821708551,Spider-Man,7.2,en,15670
345,871964,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]","When something horrible happens to the only survivor of a bloody massacre, an insecure rookie cop must overcome his fears to stop further carnage.",127.135,"[{'id': 11240, 'logo_path': '/i59ItaKFdxJ7Yi6w2s7CML0LBvI.png', 'name': 'PISF', 'origin_country': 'PL'}, {'id': 10826, 'logo_path': None, 'name': 'Akson Studio', 'origin_country': 'PL'}]",2021-10-27,0,Nobody Sleeps in the Woods Tonight 2,4.1,pl,183
346,2062,150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",143.59,"[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]",2007-06-28,623726000,Ratatouille,7.8,en,13921
347,882206,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Dazzling doll sisters Queen Bee and Royal Bee make their first movie with help from their fashionable friends in this one-of-a-kind magical adventure.,120.815,"[{'id': 162367, 'logo_path': None, 'name': 'Pixel Zoo', 'origin_country': ''}]",2021-10-08,0,LOL Surprise: The Movie,6.9,en,102
348,604822,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.,134.002,"[{'id': 90980, 'logo_path': None, 'name': 'China Film (Shanghai) International Media Co.', 'origin_country': 'CN'}, {'id': 14714, 'logo_path': '/dSHaVKtBCpMU5VP9wMbTkqov62i.png', 'name': 'China Film Group Corporation', 'origin_country': 'CN'}, {'id': 110797, 'logo_path': None, 'name': 'Epitome Capital', 'origin_country': 'CN'}, {'id': 140473, 'logo_path': None, 'name': 'Shanghai Lix Entertainment', 'origin_country': 'CN'}, {'id': 140474, 'logo_path': None, 'name': 'Shanghai Tencent Pictures Culture Media', 'origin_country': 'CN'}, {'id': 140475, 'logo_path': None, 'name': 'Shenzhen Media Film & Television', 'origin_country': 'CN'}, {'id': 81620, 'logo_path': '/gNp4dfuBOXmVWdGKb63NfbFNbFi.png', 'name': 'Tencent Pictures', 'origin_country': 'CN'}]",2020-09-30,27900000,Vanguard,6.3,zh,405
349,632632,0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","The film centers on the love relationship among the band's bassist Haruki Nakayama, drummer Akihiko Kaji, and Akihiko's roommate and ex-boyfriend Ugetsu Murata.",131.409,"[{'id': 42811, 'logo_path': '/2ZPUk3aYOtKbZk1W4Kp6mfeays8.png', 'name': 'Lerche', 'origin_country': 'JP'}]",2020-08-22,0,Given,8.4,ja,317
350,287003,0,"[{'id': 99, 'name': 'Documentary'}]",The deconstruction of the Avatar scenes and sets,153.027,[],2009-12-18,0,Avatar: Scene Deconstruction,8.5,en,2
351,366799,0,"[{'id': 27, 'name': 'Horror'}]",,108.181,"[{'id': 161175, 'logo_path': None, 'name': 'Opru Films', 'origin_country': ''}]",2012-09-01,0,Exorcismo Documentado,7.0,es,62
352,22894,26000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",129.532,"[{'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}, {'id': 2266, 'logo_path': '/owzVs2mguyyJ3vIn7EbgowpUPnk.png', 'name': 'Bold Films', 'origin_country': 'US'}]",2010-01-21,67918658,Legion,5.8,en,2092
353,503736,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",132.619,"[{'id': 114152, 'logo_path': None, 'name': 'The Stone Quarry', 'origin_country': 'US'}]",2021-05-14,780000,Army of the Dead,6.3,en,3057
354,10198,105000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",135.482,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 6125, 'logo_path': '/tVPmo07IHhBs4HuilrcV0yujsZ9.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'US'}]",2009-12-08,270997378,The Princess and the Frog,7.1,en,4420
355,18785,35000000,"[{'id': 35, 'name': 'Comedy'}]","When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",130.217,"[{'id': 923, 'logo_path': '/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png', 'name': 'Legendary Pictures', 'origin_country': 'US'}, {'id': 3527, 'logo_path': None, 'name': 'Green Hat Films', 'origin_country': 'US'}, {'id': 12235, 'logo_path': None, 'name': 'IFP Westcoast Erste', 'origin_country': ''}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]",2009-06-02,469310836,The Hangover,7.3,en,14459
356,568160,0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.",129.607,"[{'id': 3756, 'logo_path': '/t38uPdbKmyBB8brKKeTFWIwojRz.png', 'name': 'CoMix Wave Films', 'origin_country': 'JP'}, {'id': 128616, 'logo_path': '/cjmwexOzetWZa8QKy447NMrM6MG.png', 'name': 'Story', 'origin_country': 'JP'}, {'id': 882, 'logo_path': '/fRSWWjquvzcHjACbtF53utZFIll.png', 'name': 'Toho', 'origin_country': 'JP'}, {'id': 2073, 'logo_path': '/6FlTZGliYTN2HaS9Qq6tCdZItWc.png', 'name': 'Kadokawa', 'origin_country': 'JP'}, {'id': 128617, 'logo_path': None, 'name': 'voque ting', 'origin_country': 'JP'}, {'id': 8157, 'logo_path': '/yHOC2PPmj6j2zzRqwdufCZauFxI.png', 'name': 'East Japan Marketing & Communications', 'origin_country': 'JP'}, {'id': 104184, 'logo_path': None, 'name': 'Lawson Entertainment', 'origin_country': 'JP'}, {'id': 150372, 'logo_path': None, 'name': 'Sound Team・Don Juan', 'origin_country': 'JP'}, {'id': 145448, 'logo_path': None, 'name': '""Weathering With You"" Film Partners', 'origin_country': 'JP'}]",2019-06-19,186965409,Weathering with You,8.1,ja,1457
357,283566,0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]","In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka, and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each of them live a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",122.115,"[{'id': 4145, 'logo_path': '/suAlQoj04ozLC0WbfI5qEMahVwv.png', 'name': 'khara', 'origin_country': 'JP'}]",2021-03-08,92246218,Evangelion: 3.0+1.0 Thrice Upon a Time,8.4,ja,501
358,529106,5000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",133.83,"[{'id': 86050, 'logo_path': None, 'name': 'Bubble Studios', 'origin_country': 'RU'}]",2021-04-01,4493306,Major Grom: Plague Doctor,6.8,ru,433
359,662244,0,"[{'id': 99, 'name': 'Documentary'}]","Stephen Fry embarks on a journey to discover the stories behind some of the world's most fantastic beasts that have inspired myths and legends in history, story-telling and film.",126.375,"[{'id': 9050, 'logo_path': '/1a52npX2HygybtPB1ttGfWmBUd7.png', 'name': 'BBC Natural History Unit', 'origin_country': 'GB'}]",2022-02-27,0,Fantastic Beasts: A Natural History,6.9,en,12
360,741074,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","The previously untold origins of Olaf, the innocent and insightful, summer-loving snowman are revealed as we follow Olaf’s first steps as he comes to life and searches for his identity in the snowy mountains outside Arendelle.",121.027,"[{'id': 6125, 'logo_path': '/tVPmo07IHhBs4HuilrcV0yujsZ9.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'US'}]",2020-10-23,0,Once Upon a Snowman,6.9,en,426
361,61979,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi is a girl from upper-middle class that is educated in goodness and innocence . Hache is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense",122.161,"[{'id': 29566, 'logo_path': '/wHbtRtUnXGNzX0riQIpq1fcgueq.png', 'name': 'Atresmedia', 'origin_country': 'ES'}]",2010-12-03,0,Three Steps Above Heaven,7.8,es,2464
